,HIP,TYC,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,M_V,Type,Lstar,pmRA,pmDec,BmV,angdiam
156,1955,,6.18673,-51.0439,,7.406,6.81,,6.14,5.713,5.421,5.336,37.0151,3.96811,G3IV,2.2521,544.777,-254.339,0.5960000000000001,0.35071139605592194
157,1976,,6.25592,-30.6977,,8.186,7.57,,6.89,6.48,6.227,6.141,41.592,4.47495,G2V,1.42605,-161.925,-317.858,0.6159999999999997,0.2530439233418334
158,1978,,6.26775,45.6888,,10.67,9.61,8.9,8.49,7.66,7.159,7.044,41.4826,6.52067,K2,0.311298,257.651,-90.336,1.0600000000000005,0.18510988910157827
159,1987,,6.28641,48.0475,8.27,8.149,7.52,7.1,6.82,6.377,6.093,6.022,43.8212,4.31158,F8,1.66312,274.96,11.68,0.6289999999999996,0.2629563984000719
160,1993,,6.31108,-61.5134,,12.61,11.26,,9.69,8.615,7.943,7.749,44.1636,8.03468,M1,0.126076,87.925,-56.166,1.3499999999999996,0.1568938217807014
161,2021,,6.4378,-77.2542,3.52,3.438,2.82,2.28,2.14,1.72,1.4,1.34,7.45879,3.45666,G2IV,3.6453,2219.54,324.09,0.6180000000000003,2.2605970969217566
162,2029,,6.4321,-50.8426,,10.117,9.54,,8.89,8.608,8.296,8.273,41.6146,6.44377,?,0.228879,160.4,10.82,0.5770000000000017,0.09755445410325866
163,2072,,6.55084,-43.6798,4.22,4.105,3.93,3.78,3.73,3.63,3.54,3.53,22.2639,2.19199,A7V,10.7524,106.98,32.81,0.17500000000000027,0.7464557392608335
164,2081,,6.57105,-42.306,,3.483,2.4,,1.29,0.579,-0.09,-0.17,25.974,0.327304,K0III...,96.0097,233.05,-356.3,1.0830000000000002,5.336424633189559
165,2102,,6.66868,30.1995,,11.05,10.05,9.3,9.01,8.156,7.612,7.493,45.2523,6.77179,K0,0.230306,254.419,-153.501,1.0,0.13646459794116905
166,2120,,6.7196,70.1424,,11.979,10.52,10.075,8.67,7.411,6.742,6.568,16.1696,9.4765,M0,0.0476332,-136.999,-146.205,1.4589999999999996,0.2875264307527389
167,2194,,6.93134,-32.3875,,9.765,9.02,,8.23,7.568,7.163,7.053,46.2661,5.69369,G6V,0.495213,335.005,-105.209,0.745000000000001,0.1518651323865394
168,2201,,6.95806,-6.4861,,12.819,11.59,11.36,10.2,9.12,8.48,8.324,44.3331,8.35636,K4V,0.079361,283.121,-926.313,1.229000000000001,0.10305023058084163
169,2235,,7.08355,10.1898,,6.497,6.05,5.8,5.53,5.201,5.057,4.942,38.0438,3.14858,F6Vawvar,4.55982,40.457,-180.874,0.44700000000000006,0.41695325411314055
170,2237,,7.0879,-20.3351,,7.034,6.44,6.5,5.82,5.42,5.117,4.999,32.1958,3.90101,G3V,2.39297,-118.98,-112.03,0.5939999999999994,0.41488473200702475
171,2247,,7.14294,-16.2263,,10.748,9.62,9.666,8.41,7.574,7.027,6.914,34.4943,6.93126,K5V,0.244327,-355.181,-227.737,1.1280000000000001,0.2086547792754335
172,2311,,7.36909,-11.0172,,10.18,9.34,,8.46,7.76,7.303,7.248,42.5076,6.19767,G5,0.332911,214.54,-57.707,0.8399999999999999,0.14861982692281753
173,2337,,7.46624,-14.8641,,6.538,6.15,,5.71,5.421,5.267,5.196,42.5204,3.00701,F2/F3V,5.1391,146.474,-33.789,0.3879999999999999,0.36977599111497284
174,2350,,7.49947,-5.764,,10.326,9.44,9.1,8.51,7.858,7.42,7.308,49.9251,5.9484,G5,0.434229,-105.63,-223.46,0.886000000000001,0.15149700539601016
175,2364,,7.54445,54.4634,,11.18,10.1,,8.95,8.181,7.589,7.479,39.9957,7.08993,K8,0.188678,33.19,49.954,1.08,0.1530736452741962
176,2373,,7.57597,7.17902,,11.746,10.68,10.324,9.55,8.708,8.12,8.019,49.0196,7.22815,K2,0.163401,292.03,-46.16,1.0660000000000007,0.11429711463218323
177,2383,,7.60882,-48.2149,,6.037,5.67,,5.24,4.936,4.628,4.683,46.7279,2.32212,F2V,9.55352,132.861,-110.425,0.367,0.44878947558728194
178,2391,,7.62195,4.33902,,13.66,12.25,11.846,10.19,9.528,8.934,8.661,46.9263,8.89292,M3V:,0.0677255,81.27,-2.48,1.4100000000000001,0.1147739672896117
179,2397,,7.62923,22.769,,10.15,9.22,8.5,8.24,7.451,7.017,6.874,37.915,6.32595,K5,0.317906,187.384,-177.957,0.9299999999999997,0.17899259553736388
180,2414,,7.68985,47.5299,,8.392,7.74,,7.02,6.59,6.269,6.202,49.334,4.27427,G0,1.72557,5.51,-54.12,0.6519999999999992,0.2442249320113421
181,2422,,7.7295,77.0194,,7.063,6.18,5.7,5.29,4.784,4.267,4.128,38.412,3.25766,K0IV,5.17035,339.878,-34.322,0.883,0.6768843964281417
182,2426,,7.73159,73.3708,,11.989,10.63,10.093,9.04,8.048,7.394,7.223,29.5044,8.28057,?,0.1025,241.117,136.334,1.359,0.21417127152127385
183,2453,,7.80379,69.7853,,7.874,7.37,7.1,6.79,6.334,6.067,6.04,40.8816,4.31236,F8,1.58497,297.942,-72.508,0.5039999999999996,0.24316079818299777
184,2484,,7.88611,-62.9582,,4.296,4.36,,4.38,4.664,4.677,4.481,42.993,1.19301,B9V,38.9219,82.74,-54.577,-0.06400000000000006,0.3530911834375211
185,2533,,,8.03449,-5.17871,,9.38,8.54,,7.66,7.001,6.57,6.478,49.7104,5.05776,,0.0,294.198,,
186,2540,,8.06425,-63.0913,,11.017,9.65,,8.05,7.016,6.342,6.169,25.3917,7.62654,M0,0.190596,531.656,-101.392,1.366999999999999,0.3427311832890319
187,2552,,8.12264,67.2357,,11.79,10.27,,8.21,,,,10.0654,10.2558,M2.5Ve,0.0330046,1738.21,-224.11,1.5199999999999996,0.3773493065219095
188,2578,,8.18294,-63.0315,5.15,5.108,5.07,,5.02,5.061,5.156,4.985,45.9019,1.76085,A0V,18.2503,86.419,-50.355,0.03799999999999937,0.33318680922097416
189,2604,,8.27315,42.0015,,12.251,10.94,10.444,9.43,8.311,7.626,7.482,34.1811,8.27107,M0,0.0944594,313.468,151.436,1.311,0.16622401926668223
190,2663,,8.43252,-35.0021,,7.027,6.41,,5.72,,,,33.9478,3.75594,F8/G0V,2.76619,-57.792,-517.822,0.617,0.4322245885274578
191,2710,,8.61321,-6.50391,,7.381,6.9,,6.35,6.035,5.846,5.753,40.6174,3.85644,F2,2.39336,-71.164,-85.369,0.48099999999999987,0.29374711519001134
192,2711,,8.61597,-52.3731,,6.042,5.57,,5.02,4.744,4.49,4.434,25.6993,3.5204,F3IV-V,3.25317,226.818,37.87,0.47199999999999953,0.5361345312290529
193,2712,,8.6238,47.9155,,7.929,7.38,7.1,6.76,6.324,6.077,6.031,47.7772,3.9839,F8,2.18736,396.44,60.538,0.5490000000000004,0.2552480384952636
194,2715,,8.62804,-4.54264,,9.84,9.27,,8.63,8.245,8.005,7.915,22.9358,7.46743,G0,0.0890066,77.25,-1.25,0.5700000000000003,0.10956608815122454
195,2725,,8.69717,26.0658,,10.48,9.48,8.8,8.44,7.72,7.225,7.166,38.3264,6.56251,K0,0.279266,378.097,-53.999,1.0,0.17742711872165243
196,2729,,8.71333,-61.9161,,10.61,9.56,,8.46,7.337,6.721,6.533,44.4988,6.31826,K5V,0.370712,88.693,-52.661,1.049999999999999,0.18613194566946964
197,2736,,8.73968,4.38147,,9.797,8.97,8.4,8.1,7.548,7.203,7.066,47.3541,5.59321,K0,0.571601,107.409,-173.293,0.827,0.1731055197802597
198,2742,,8.75361,42.6948,,8.89,8.02,7.5,7.11,6.535,6.14,6.018,28.5852,5.73929,K0IV,0.522441,-167.811,-72.831,0.870000000000001,0.2847055123719488
199,2743,,8.76171,-63.6951,,9.404,8.55,,7.65,6.91,6.436,6.312,28.6081,6.26755,K3V,0.317476,888.663,-517.428,0.8539999999999992,0.21804945906047468
200,2760,,8.80738,51.8382,,7.972,7.37,,6.7,6.239,5.968,5.914,44.6965,4.11863,F8,1.96777,57.216,-135.484,0.6020000000000003,0.27290986088327174
201,2762,,8.812,-3.59285,,5.767,5.2,,4.56,4.348,3.964,3.9,21.254,3.5628,F8V...,3.24289,408.34,-35.22,0.5670000000000002,0.711452586353123
202,2786,,8.88628,-2.06619,,10.331,9.5,,8.63,7.948,7.534,7.444,49.14,6.04282,K0,0.379486,157.43,-3.96,0.8309999999999995,0.1363608393899802
203,2790,,8.89273,-39.7463,,8.176,7.45,,6.68,6.098,5.729,5.61,29.6607,5.0891,G8V,0.858485,112.926,-168.382,0.726,0.30553423288622034
204,2797,,8.9106,79.2591,,10.09,9.31,8.8,8.49,7.905,7.542,7.438,48.8759,5.86453,K0,0.437425,176.42,-29.63,0.7799999999999994,0.13900658117738435
205,2802,,8.92157,-48.0009,,5.971,5.51,,4.98,4.79,4.625,4.502,35.1975,2.77744,F6V,6.43258,46.182,-101.268,0.4610000000000003,0.5438727077054509
206,2824,,8.96779,29.2378,,9.018,8.37,,7.66,7.138,6.853,6.791,49.3827,4.90212,F8,0.966514,103.344,-15.571,0.6480000000000015,0.1818492563584041
207,2828,,8.96994,12.5966,,12.57,11.26,10.843,9.75,8.7,8.092,7.927,43.1673,8.08423,G:...,0.11201,-366.587,-314.837,1.3100000000000005,0.14312402349529751
208,2832,,8.97834,13.2071,,6.837,6.32,6.0,5.73,5.344,5.16,5.05,40.7098,3.2715,F7V,4.15631,-132.588,-177.837,0.5169999999999995,0.4004833685017156
209,2839,,9.00003,-9.51559,,12.602,11.21,10.771,9.56,8.543,7.903,7.724,30.6623,8.77697,M:,0.0706102,-175.569,-568.527,1.3919999999999995,0.17736957691443125
210,2843,,9.00772,-5.57072,,7.186,6.72,,6.18,5.845,5.66,5.59,44.9107,3.45825,F5,3.43975,226.049,-108.127,0.4660000000000002,0.31342064807191616
211,2848,,9.01837,-49.1281,,9.18,8.4,,7.58,7.013,6.692,6.561,43.4045,5.21233,K0V,0.797599,389.706,-137.579,0.7799999999999994,0.21136611362583138
212,2852,,9.02857,-22.8423,,6.357,6.06,,5.72,5.563,5.509,5.418,48.8759,2.61453,A5m...,7.24992,-71.84,-51.37,0.2970000000000006,0.34046404983076134
213,2888,,9.15823,-49.1323,,7.429,6.79,,6.11,5.664,5.398,5.303,44.405,3.55284,G0/G1V,3.34904,385.21,-133.195,0.6390000000000002,0.3724324353492441
214,2941,,9.33625,-24.7673,,6.285,5.57,,4.79,4.44,3.98,4.03,15.4012,4.63223,K1V+...,1.29961,1450.34,-19.38,0.7149999999999999,0.7163188344628934
215,2944,,9.34385,-37.2881,,7.713,6.99,,6.22,5.619,5.265,5.141,41.7608,3.88616,G8V,2.59647,549.206,-40.578,0.7229999999999999,0.3762110457175208
216,2981,,9.48747,47.4077,,7.993,7.53,,7.0,6.523,6.284,6.22,45.432,4.24319,F5,1.66826,110.358,-82.811,0.4630000000000001,0.21505540456172068
217,3006,,9.56078,84.675,,7.664,7.11,,6.48,6.117,5.872,5.813,42.1715,3.98491,F8,2.18949,-20.725,-16.24,0.5539999999999994,0.29074637672868825
218,3008,,9.56371,52.3321,,11.904,10.48,9.965,8.75,7.714,7.057,6.916,23.0232,8.66917,M0,0.0878165,-74.788,-137.149,1.4239999999999995,0.26838695405783103
219,3022,,9.62163,42.9999,,10.752,9.96,9.4,9.14,8.411,7.934,7.85,49.6032,6.48245,?,0.248836,187.2,-81.83,0.7919999999999998,0.10468533290260708
220,3028,,9.6385,-12.1724,,10.056,9.21,,8.35,7.693,7.266,7.187,41.8247,6.10283,K0V,0.366584,111.012,85.902,0.8459999999999983,0.15910925519752744
221,3053,,9.68771,-85.4124,,8.494,7.74,,6.94,6.399,6.068,5.956,37.4953,4.87011,G8V,1.06495,-87.18,-28.38,0.7539999999999996,0.27697317854586795
222,3086,,9.80527,3.13392,,7.973,7.34,6.9,6.64,6.192,5.896,5.806,43.4405,4.15053,G2V,1.93022,783.713,297.932,0.633,0.287043065173491
223,3092,,9.83198,30.861,6.04,4.538,3.27,2.36,2.04,1.18,0.403,0.43,32.352,0.720495,K3III...,92.3131,114.45,-84.02,1.2680000000000002,5.167264838399244
224,3093,,9.84086,21.2505,7.29,6.73,5.88,5.21,5.05,4.47,4.03,3.999,11.1372,5.64612,K0V,0.560743,-462.056,-369.814,0.8500000000000005,0.7415155060590821
225,3119,,9.9196,11.5323,,7.968,7.43,7.1,6.82,6.432,6.192,6.158,49.456,3.95891,F8,2.22813,159.7,-12.08,0.5380000000000003,0.2462313093804773
226,3121,,9.9257,10.6538,,11.643,10.5,10.038,9.26,7.88,7.279,7.134,33.9116,7.84826,K5:,0.110014,526.268,-198.721,1.1430000000000007,0.14317844471526323
227,3125,,9.93564,-26.466,,11.498,10.22,,8.76,7.816,7.212,7.038,40.295,7.19375,?,0.241456,246.063,-15.802,1.2779999999999987,0.21515747311968433
228,3132,,9.94686,82.4938,,6.931,6.38,,5.76,5.256,5.008,4.952,33.0698,3.78284,F6V:,2.63445,-116.849,77.511,0.5510000000000002,0.40549294580474726
229,3142,,9.99093,-33.9614,,7.199,6.68,,6.09,5.68,5.426,5.308,42.1278,3.55716,F7V,3.19771,329.465,-107.879,0.5190000000000001,0.3401037966291285
230,3143,,9.9951,-44.2532,14.079,12.886,11.41,10.433,9.37,8.225,7.609,7.394,23.6223,9.54338,M4,0.0480488,482.467,-220.759,1.475999999999999,0.1992519192148337
231,3161,,10.0565,7.78833,,12.745,11.49,,10.18,9.196,8.6,8.461,47.5059,8.10626,K7,0.100805,-35.32,-72.95,1.254999999999999,0.11403662262126249
232,3170,,10.107,-59.4546,,6.454,5.89,,5.24,4.83,4.672,4.486,25.2513,3.87858,G1V,2.42244,883.316,444.269,0.5640000000000001,0.5159597038511305
233,3181,,10.1275,-27.2763,,9.51,8.8,,8.04,7.541,7.215,7.15,49.4846,5.32765,G5V,0.681628,-131.599,-197.713,0.7099999999999991,0.16084788726372914
234,3185,,10.1367,-23.8049,,6.858,6.14,,5.33,5.13,4.545,4.333,28.4647,3.86846,G3/G5V,2.63177,666.66,-347.45,0.718,0.5530004007348747
235,3195,,10.1831,-49.5921,,9.527,8.78,,7.99,7.373,7.009,6.901,48.7329,5.34089,G6V,0.686359,179.64,-121.68,0.7469999999999999,0.17004409313973867
236,3203,,10.1978,-7.23261,,7.64,7.02,,6.33,,,,26.4958,4.90411,G0...,0.961631,1.127,-92.829,0.6200000000000001,0.32752992446274476
237,3206,,10.2053,40.1872,,8.297,7.36,6.8,6.38,5.694,5.272,5.164,17.9352,6.09147,K2V,0.397532,356.305,-668.983,0.9370000000000003,0.42607506629016717
238,3210,,10.2149,-53.2099,,7.909,7.37,,6.76,6.409,6.217,6.113,44.1766,4.14404,F7V,1.87963,112.628,-47.232,0.5389999999999997,0.25342792135161557
239,3236,,10.2995,9.35506,,7.048,6.52,6.2,5.92,5.575,5.318,5.28,33.5885,3.88905,F5,2.36562,-122.626,-103.146,0.5280000000000005,0.3700209679867041
240,3243,,10.3138,-52.3172,,12.11,10.84,,9.4,8.485,7.835,7.677,42.4139,7.70246,K7,0.149226,132.286,7.887,1.2699999999999996,0.15891065890194783
241,3249,,10.3511,-13.1721,,11.846,10.67,10.379,9.53,8.022,7.405,7.206,34.4468,7.98426,K5,0.104581,50.935,61.206,1.1760000000000002,0.14123998723020423
242,3256,,10.3708,31.2691,,13.0,11.64,11.133,10.05,8.97,8.293,8.134,47.9285,8.23703,M2,0.10693,229.546,18.951,1.3599999999999994,0.13482874155938998
243,3261,,10.377,-33.6256,13.138,12.012,10.58,9.619,8.83,7.708,7.1,6.884,19.6255,9.1159,K9V,0.0598717,-347.517,-251.053,1.4320000000000004,0.26142714763847563
244,3267,,10.3943,65.8682,,7.529,6.95,,6.3,5.919,5.681,5.606,47.719,3.55654,F8,3.271,71.839,-60.126,0.5789999999999997,0.3223054154477554
245,3280,,10.453,18.3259,,12.26,10.99,10.435,9.55,8.537,7.948,7.796,45.0493,7.72156,K7,0.146625,-92.19,-268.901,1.2699999999999996,0.14830405586272652
246,3293,,10.5059,40.6883,,7.482,7.03,,6.51,6.121,5.916,5.884,49.8519,3.54159,F5,3.17717,-10.394,-60.065,0.45199999999999996,0.2671417207607331
247,3311,,10.5407,-3.05638,,9.067,8.39,,7.65,7.174,6.888,6.828,48.9726,4.94024,G5,0.950718,138.925,-143.613,0.6769999999999996,0.1865817971710219
248,3317,,10.5677,-56.8756,,11.61,10.45,9.74,9.19,8.578,8.161,7.914,49.7696,6.96518,K3,0.25867,-75.206,-1.435,1.1600000000000001,0.15143427462386946
249,3330,,10.6182,-65.468,,5.895,5.38,,4.79,4.5,4.189,4.169,41.5833,2.2854,F6V,10.2983,53.432,41.355,0.5149999999999997,0.615966228389633
250,3337,,10.6384,-54.12,,9.872,9.1,,8.29,7.351,6.934,6.841,40.5044,6.06249,G8/K0V:,0.361714,-70.529,-162.753,0.7720000000000002,0.15153360982034683
251,3340,,10.6454,-54.1178,,9.298,8.45,,7.59,7.104,6.71,6.644,40.4534,5.41522,K0/K1V:,0.692341,-67.899,-167.619,0.8480000000000008,0.22641573135952608
252,3362,,10.701,35.5488,12.02,11.83,10.37,9.941,8.63,7.164,6.506,6.321,21.7232,8.68538,M1Ve+...,0.0991076,262.064,77.602,1.4600000000000009,0.3088686106920002
253,3369,,10.7114,-9.92169,,7.159,6.63,,6.03,5.687,5.422,5.342,39.4882,3.64766,F8,2.95609,-27.964,-20.755,0.5289999999999999,0.35215875434189997
254,3378,,10.7365,22.6596,,12.99,11.55,11.038,9.78,8.616,8.013,7.818,31.6754,9.04639,M1,0.0657481,400.509,21.948,1.4399999999999995,0.17060284943702847
255,3391,,10.8025,-37.9826,,8.596,7.88,,7.12,6.672,6.345,6.289,41.9233,4.76772,G5V,1.148,49.344,-114.176,0.7160000000000002,0.24754017032926826
256,3418,,10.8869,33.8446,,9.86,8.73,8.816,7.51,6.592,6.051,5.938,21.061,7.1126,K8,0.208238,-205.145,-358.822,1.129999999999999,0.31555634978407615
257,3419,,10.8974,-17.9866,3.9,3.059,2.04,1.29,1.04,0.39,-0.12,-0.23,29.5334,-0.311565,K0III,160.409,232.55,31.99,1.0190000000000001,5.633303187275723
258,3428,,10.9226,23.8853,,12.29,10.97,10.1,9.44,8.268,7.647,7.477,45.0848,7.69985,M0,0.16228,113.822,-198.154,1.3199999999999985,0.16732560351410836
259,3479,,11.111,-26.5157,,8.444,7.78,,7.05,6.57,6.24,6.163,34.2275,5.10813,G5V,0.808618,313.484,149.5,0.6640000000000006,0.24324724074902737
260,3493,,,11.1548,-18.9467,,12.146,10.74,10.309,8.96,7.984,7.323,7.124,36.3979,7.93462,,0.28,272.691,,
261,3497,,11.1636,-65.6495,7.31,7.205,6.55,,5.83,5.366,5.101,4.945,22.0298,4.83494,G3V,1.03204,157.504,-741.599,0.6550000000000002,0.42398572468354917
262,3505,,11.185,-22.0061,,5.57,5.22,,4.8,4.334,4.469,4.359,27.2472,3.04339,F0V,4.89513,-66.078,81.699,0.35000000000000053,0.539758614203828
263,3509,,11.2004,67.1582,,7.392,6.9,6.6,6.34,5.989,5.823,5.742,45.2993,3.61954,F8,2.98731,217.401,-57.5,0.492,0.297638635004538
264,3527,,11.2498,-53.7149,,6.674,6.15,,5.55,5.183,4.959,4.885,46.6736,2.80464,F7III,6.41,224.559,3.15,0.524,0.4366933257999182
265,3533,,11.2695,75.9378,,7.95,7.19,6.7,6.39,5.908,5.648,5.534,38.2224,4.27841,G5,1.84676,389.853,-95.47,0.7599999999999998,0.35956536960406227
266,3535,,11.2704,1.78552,9.939,9.013,8.03,7.44,7.01,6.306,5.868,5.741,22.4314,6.27572,K2V,0.35581,-49.861,-572.897,0.9830000000000005,0.3364874650258464
267,3540,,11.2957,0.25328,,7.547,7.01,6.7,6.4,5.984,5.694,5.63,40.9774,3.94728,F8,2.25116,265.543,-52.14,0.5369999999999999,0.29842280244656144
268,3551,,11.3408,16.9842,,10.89,9.93,9.4,8.92,8.154,7.681,7.584,46.679,6.58439,K3,0.259483,177.48,-65.878,0.9600000000000009,0.13521515655698557
269,3556,,11.3673,-51.6261,,13.39,11.91,10.9,9.73,8.481,7.867,7.623,41.1607,8.83758,M3,0.0936345,99.233,-58.583,1.4800000000000004,0.15989562662038
270,3559,,11.3695,-12.8808,6.86,6.753,6.15,,5.48,4.995,4.774,4.622,32.454,3.59366,G2V,3.19336,-33.66,-205.481,0.6029999999999998,0.47921578761986855
271,3571,,11.4077,26.0665,,11.658,10.99,10.466,9.28,8.352,7.717,7.548,33.4894,8.36546,K7V,0.0403708,151.94,-108.049,0.6679999999999993,0.05573678628734657
272,3578,,11.4244,-48.3013,,8.557,7.88,,7.14,6.66,6.37,6.247,37.3621,5.01784,G5V,0.885132,-58.513,-36.984,0.6770000000000005,0.23597678065868175
273,3579,,11.4287,-67.8748,,10.645,9.74,,8.79,7.977,7.503,7.353,46.7534,6.39093,K2V,0.292346,-64.048,-41.239,0.9049999999999994,0.13567941926154012
274,3583,,11.44,-47.552,,6.435,5.8,,5.08,4.666,4.155,4.298,14.9939,4.92042,G5IV,0.950055,183.614,79.271,0.6349999999999998,0.5847628706557306
275,3587,,11.4484,66.4927,,8.085,7.54,,6.92,6.39,6.125,6.031,47.0256,4.17833,G0,1.82576,-9.322,-37.07,0.5450000000000008,0.23600434787191735
276,3588,,11.4512,-41.9092,10.358,9.141,7.89,7.115,6.47,,,,15.7463,6.90411,K5VcompSB,0.30493,306.592,-74.278,1.2510000000000003,0.5933551376127282
277,3589,,11.462,54.9778,,8.147,7.63,,7.04,,,,48.343,4.20833,F8V,1.75379,96.467,-73.792,0.5170000000000003,0.21907079544398766
278,3618,,11.6015,3.78789,,11.96,10.735,10.263,9.6,8.258,7.606,7.442,35.7988,7.96566,K7V,0.11342,61.115,-170.91,1.2250000000000014,0.1514988721383818
279,3633,,11.6419,14.3255,,10.734,9.92,9.731,9.07,8.105,7.511,7.451,46.7974,6.56889,K0,0.230419,203.206,-57.59,0.8140000000000001,0.10981061685492081
280,3641,,11.6604,69.3254,6.76,6.814,6.39,6.2,5.9,5.561,5.399,5.353,41.4898,3.30029,F3V,3.96716,167.104,15.663,0.4240000000000004,0.3465371745482766
281,3645,,,11.6689,-4.42706,,8.392,7.57,,6.71,6.093,5.703,5.583,32.7463,4.99419,,1.2,0.069,,
282,3704,,11.8781,-36.9402,,8.389,7.85,,7.24,6.8,6.53,6.44,48.7567,4.40983,F7/F8V,1.47149,-182.81,-351.6,0.5389999999999997,0.2031676051975283
283,3724,,11.952,6.03191,,13.13,11.73,11.23,10.2,8.895,8.216,8.012,40.6331,8.6856,M0,0.0789574,57.021,-37.46,1.4000000000000004,0.14232373879816054
284,3757,,12.0556,-5.13548,,13.556,12.05,11.704,9.93,8.768,8.18,7.932,24.8753,10.0712,M2.5V,0.0355905,182.161,-120.16,1.5059999999999985,0.16029195176258118
285,3765,,12.0957,5.28061,7.22,6.63,5.74,4.99,4.77,4.37,3.72,3.61,7.435,6.38359,K2V,0.291211,755.561,-1141.74,0.8899999999999997,0.8373999184921401
286,3810,,12.2446,16.9406,,5.571,5.07,4.8,4.5,4.433,4.152,4.182,23.2305,3.23971,F8V...,4.25197,-2.416,-200.672,0.5009999999999994,0.6987876892909441
287,3813,,12.2571,-50.1449,13.427,12.186,10.76,9.804,9.02,7.804,7.161,6.949,23.1016,8.94179,M2,0.0688026,256.731,-216.037,1.4260000000000002,0.23708514712199363
288,3821,,12.2762,57.8152,4.04,4.047,3.46,2.94,2.8,2.37,2.02,1.99,5.83819,4.62861,G0VSB,1.22036,1073.52,-558.835,0.5869999999999997,1.6231223442382472
289,3829,,12.2912,5.38861,12.984,12.924,12.37,12.106,11.88,11.688,11.572,11.498,4.31523,14.195,DG,0.000180432,1231.32,-2711.83,0.5540000000000003,0.025793739609310976
290,3855,,12.3215,20.0627,,11.172,10.57,10.3,9.9,8.563,8.007,7.888,46.6825,7.22423,?,0.112651,236.331,-119.294,0.6020000000000003,0.06252003724188401
291,3850,,12.3615,-23.2125,8.244,7.919,7.15,6.732,6.33,5.813,5.433,5.305,18.8028,5.77889,G8/K0V,0.468071,518.372,123.849,0.7689999999999992,0.37052686923455935
292,3876,,12.4437,70.4495,,8.65,7.75,7.2,6.81,6.117,5.682,5.604,21.5773,6.08001,K0,0.387641,369.744,201.841,0.9000000000000004,0.33674640963153657
293,3879,,12.4513,-54.5932,,10.657,9.5,8.79,8.24,7.401,6.856,6.695,26.7742,7.36142,K5V,0.17835,86.133,55.107,1.157,0.233170759163888
294,3890,,12.4807,26.923,,9.794,9.06,8.6,8.28,7.687,7.337,7.3,49.0437,5.60709,G5,0.533576,174.15,1.69,0.734,0.14703466838027135
295,3909,,12.5316,-10.6443,,5.684,5.17,,4.58,4.41,4.012,4.015,15.88,4.16575,F7IV-V,1.82153,-227.699,-229.508,0.5140000000000002,0.6777084201777103
296,3930,,12.6146,59.5023,,11.059,10.15,9.6,9.24,8.224,7.715,7.605,46.8174,6.79797,?,0.201656,162.731,-159.781,0.9089999999999989,0.11300440997605625
297,3937,,12.6385,24.8167,14.821,13.779,12.151,10.963,9.422,7.951,7.35,7.119,14.9682,11.2752,M4.0V,0.0235279,203.419,-31.915,1.6280000000000001,0.21196971134177786
298,3961,,12.7184,-71.1514,,7.307,6.86,,6.34,5.995,5.78,5.719,38.6418,3.92471,F5V,2.23098,-13.579,37.912,0.44700000000000006,0.2871358159132326
299,3979,,12.7952,-5.03928,7.792,7.643,6.98,6.604,6.26,5.793,5.416,5.349,22.4819,5.22083,G0,0.72834,261.728,-118.949,0.6629999999999994,0.3511761970066635
300,3998,,12.8406,18.7393,11.621,10.414,9.22,8.457,7.9,6.952,6.38,6.239,22.2447,7.48387,K2,0.17086,53.336,-268.473,1.193999999999999,0.28554572346140666
301,3999,,12.842,-38.5288,,7.733,7.14,,6.48,6.048,5.768,5.665,49.5786,3.66353,G1V,2.97641,14.592,-31.568,0.593,0.30020391909944844
302,4010,,12.8615,-43.5906,,10.567,9.71,,8.81,8.118,7.679,7.586,47.8492,6.31063,K1V,0.305881,63.696,25.693,0.8569999999999993,0.12834758623401557
303,4012,,12.8743,58.302,,12.023,10.66,9.8,9.07,7.831,7.235,7.047,18.9741,9.2692,M2,0.0416037,1567.04,405.481,1.3629999999999995,0.21323135149326267
304,4022,,12.8917,-22.9101,11.446,10.24,8.95,8.157,7.46,6.545,5.921,5.735,15.3397,8.02092,K5V,0.114906,613.143,-276.357,1.290000000000001,0.39651869612876806
305,4024,,12.894,-14.8907,,10.839,9.77,9.771,8.64,7.818,7.303,7.169,45.026,6.50268,K2/K3V,0.319872,147.97,-275.623,1.0690000000000008,0.17472276995514907
306,4041,,12.9585,78.6258,,9.23,8.45,8.0,7.63,6.967,6.583,6.481,42.6557,5.30011,G5,0.735649,180.161,16.654,0.7800000000000011,0.2065548334839381
307,4061,,13.0003,20.5829,,12.97,11.53,10.995,9.76,8.49,7.823,7.628,31.4709,9.04045,K7V,0.0661083,180.768,-109.704,1.4400000000000013,0.17218141816722765
308,4067,,13.039,6.80301,,13.265,11.8,11.344,10.27,8.944,8.309,8.108,33.2361,9.19195,K7,0.0634318,37.308,-21.177,1.4649999999999999,0.1619064243985091
309,4103,,13.1673,31.4594,,9.067,8.36,7.9,7.6,7.039,6.707,6.653,40.4667,5.32451,G0,0.681504,212.46,-42.931,0.7070000000000007,0.19624795011315152
310,4120,,13.1955,9.80346,,8.9,8.5,,7.72,7.008,6.57,6.476,44.9822,5.2348,K0,0.664229,-33.534,-49.466,0.40000000000000036,0.12723843067628934
